userName,score,at,content
Dedi Rusli,4,2024-03-20 18:36:35,"Nanti dikasih bintang 5 perbaiki dlu kecepatan aplikasi kadang tiba2 tiktok tidak merespon langsung dsruh tutup aplikasi ,trus kadang2 ngeleg atau lelet pokok ya jgn dikit2 download data ,harus ya klw udh kebuka pindah balik lg harus ya cepet ,plis perbaiki biar tambah nyaman ,terimakasih 👍🙏"
Tarmo Tarmo,3,2024-03-20 14:45:25,Apk nya bagus cuma sering banget ngelag terus suka tiba-tiba keluar dari apk nya sendiri padahal sinyal bagus. Terus suka dikit dikit update
Choirul Insan,3,2024-03-20 08:05:07,"aplikasi bagus, tapi setelah pembaruan kok tiba-tiba muncul layar hitam setelah scroll 5x. aku kira hp ku yg eror atau wifi nya yg lemot. ternyata memang dari aplikasi tiktok nya yg eror setelah pembaruan. mohon di tingkatkan lagi biar enak kayak versi sebelumnya. maaf versi sekarang memang banyak iklannya."
irma setyaningsih,4,2024-03-20 08:02:14,Kenapa tiktok akhir akhir ini eror sih? Setiap harus harus uninstal nanti dwnld lagi... tiap hari kalo mau masuk tiktok cuma muncul logo. Tolong diperbaiki lagi..
Saras Wathi,5,2024-03-20 06:36:39,Ni gimanasih aplikasi nya masaan sya mau buat video video nya macet macet jadi lelet dh sumpah Saya minta tolong🙏apk nya di perbaiki ya ok jadi kalo org mau buat video gk macet macet lagi ok👌 Dan satu lagi kenapa saya mau download ulang gak bisa😐pkoknya saya gak mau tau APK ini harus ter-Download paham!!??
Elvin Iko,3,2024-03-20 05:55:37,"Tolong untuk video yg kami tidak sukai atau yg sudah kami tidak tertarik, untuk tidak dimunculkan kembali, contoh nya konten jualan, terlalu sering muncul,walaupun sudah di opsi tidak tertarik."
Sri Sekar Ayu,1,2024-03-20 03:42:01,"Aplikasinya aneh, cek in reward ngilang padahal di suruh cek in harian. Tiktok shopnya juga sama ajh, katanya Gratis ongkir langsung tertera pas setiap cek out, tapi nyatanya cuma pernah dapet sekali doang. Sedangkan punya kk saya semuanya bae² ajh gk pernah ngalamin yg saya alamin sekarang.hhuuuhhh.... Apa mungkin karena saya akunnya baru??? Apa gimna siih??"
Kalisa abidah,4,2024-03-19 23:52:20,"Permisi, jadi tiktok itu bagus banget apknya, disini aku mau sedikit komplain mengenai apk tiktok, dia agak sedikit lemot, padahal hp saya baru banget diganti, jadi untuk sekarang saya beri rating 4/5 ya. Sebelumnya saya minta maaf kepada yang lain, tapi ini apk bagus banget buat nonton / memberi tahu tentang yg sedang viral saat ini, paling segitu dulu ulasan saya Terima kasih"
Maycha Febryani,3,2024-03-19 22:57:39,"apk nya bagus tapi kayanya agak bug ya? soalnya kadang tu kalau liat video tu biasanya suaranya normal, tapi kadang videonya kelamaan kaya suaranya duluan tapi videonya lambat, itu kenapa yaa? atau karena hp saya? tapi hp saya aman ram juga gede gada masalah jugaa. tolong di perbaikin yaa🙏🏻"
Niswa Anggraini,3,2024-03-19 21:00:51,"suka sebenernya, tapi, aku udah update tapi g bisa foto scroll kayak orang2, padahal mau bikin POV, sedih banget, tolong update foto geser lagi dong, pengen banget bikin, soalnya temen2 aku pada buat, terus aku nya sukses, ayo dong tiktok, sama fyp ini akun aku, plissss🙏🏻🙏🏻🙏🏻🙏🏻🥲🥲🥲🥲🥲"
cyberry_ fairy,2,2024-03-19 19:41:31,"Aplikasi nya cukup bagus, tapi banyak bgt bug di aplikasi ini, mulai dari sering keluar sendiri, refresh sendiri, dan banyak lagi, jadi aku lebih suka tiktok yg dulu Karena yg dulu itu lebih hemat data dan ga terlalu bug, maaf jika ada kata menyinggung tapi tolong di perbaiki lagi ya Mksi 😖✨"
Azam Rumatumia,3,2024-03-19 19:25:09,"Bnyk minis , suara di tiktok hilang+ setiap di buka apk nya keluar sendiri ,tolong di perbaiki, maaf ta kasi bintang 3 dulu !!!!!!!!!!!!!!!!!!!!!!"
Andreas Purba,1,2024-03-19 16:38:54,Saya mau buat konten kadang suka pecah vidionya padahal dari saya sudah hd !!! Mohon di tindak lanjut bug ini saya capek harus berulang ulang kali upload vidio yg sama karna pecah !
Arif. romadlon,1,2024-03-19 11:41:11,"Hallo tiktok, akun saya keblokir min dan aplikasi nya ikut rusak tidak dapat login diakun lain, pokoknya aplikasinya tidak bisa digunakan , tolong perbaiki agar saya dapat ber kreasi lagi fan menyenangkan diri"
Nur Adinda,4,2024-03-19 11:34:54,"Untuk apk ny sekarang mulai meningkat dan uptade nya cukup bagus,tapi...klo mau kirim pesan tanda kirim ny kok gaada ya? Apa karna uptade ny kurang bagus?atau emng ga tersedia di hp sya?cukup segitu aja dan menurut saya apk ny cukup bagus"
Assyifa Firel adelia,1,2024-03-19 10:17:29,"Aplikasinya bagus sih, cûman saya ketika mendownload aplikasinya secara tiba-tiba kembali lagi kesemula dan saya menunggunya hampir 2 jam tolong diperbaiki ya dan juga loadingnya lama banget‼️"
Elisa Linggar Ravasia,1,2024-03-19 10:10:25,"Sering minta update,tp masih suka ngelag tau2 balik ke layar utama. Pas buka app harus nunggu 1 menit lebih. padahal udh aku hapus cache,aku hapus app yg jarang dipake,udah hapus foto,memori di bikin bner2 kosong buat TikTok doank tp suka bikin jengkel"
alif arif12,3,2024-03-19 04:45:05,"Ada apa ini? Setiap kali ingin membuka Tiktok pasti selalu terkeluar muluu.. Ternyata karena harus Update, tapi kenapa harus gitu duluu sih? Terkeluarnya itu lhoo, masa harus Update dan Update mulu? Bahkan terkeluarnya bukan hanya untuk membutuhkan Update agar normal (tapi bukan hanya untuk Update), aku pencet aplikasi Tiktok, nah pasti itu karena aku belum Update, saat membuka playstore/appstore, lhoo? Ga ada tulisan Update.. Artinya aku sudah Update, nahh itu masalahnya! Repotkan??!"
Arbain Ayah andin,5,2024-03-18 17:24:56,Sekarang tiktok lebih maju tapi kenapa gak bisa untuk selfie aturannya bikin fitur untuk foto agar bisa lebih baik menggunakan tiktok semoga ke depannya bisa lebih baik dari sekarang
Ujang Saepudin,5,2024-03-18 15:45:04,Sangat bagus aplikasinya menurut saya tetapi ada kekurangan sedikit kan saya mau membuat vidio tetapi malah ngefollow orang dan banyak iklan . . Tolong di perbaiki ya....
Kevin Septian,4,2024-03-18 13:57:43,"Aplikasinya sudah bagus,banyak lagu favorit ku yg ada di tiktok,tapi mohon maaf kok setiap saya scroll 5 atau 6 video ada salah satu video yg layarnya hitam,saya cek ternyata videonya lemot,padahal wifi masih bagus dan GK lemot,banyak bug yg terjadi,setiap nonton video yg lemot itu GK bisa di skip videonya,setiap scroll tiktok pasti ada video yg layarnya hitam/bug..dan setiap buka tiktok pasti lemot dan malah muncul tulisan ""tutup paksa tiktok"" padahal sinyal bagus,tolong di perbaiki ya🙏"
Distiana,3,2024-03-18 13:55:09,Saya suka belanja di tiktok shop tapi kenapa tiktok saya selalu muncul verifikasi puzze dan saya selalu gagal verifikasi ..padahal sudah di geser tepat di gambar puzzle nya tp tetap tidak terverifikasi ..dan sangat mengganggu saat saya melihat live dam mau belanja..mohon beri saya solusi
Kas Yg setia,1,2024-03-18 13:23:29,"Tik tok makin kesini makin kaya taik. Mau masuk tidak bisa, bolak balik suruh ajukan banding. Sekali sudah ajukan banding masih saja tidak bisa log in. Aplikasi tik tok memang taik."
Raisa Aaqila Maheswari,4,2024-03-18 04:18:42,"Aplikasi nya bagus, bisa buat nonton kalo ad waktu senggang. Tapi di saya kok tidak bisa follow dan follback orang lain tolong di perbaiki secepatnya ya !!!"
Lexxa!,1,2024-03-17 20:23:30,"Tiktok skrg makin gajelas aj hadeh .. kalo udh di update tuh makin ngelunjak aj bukan makin bagus ... fitur foto ilang , search buat filter pun sampe ga ada loh ? Aneh bgt . Suka keluar tiba "" pdhl ga ada apa"" , haduh gatau lagi deh ni tiktok punya masalah apa sama gue"
Faris Faditya Firmansyah,5,2024-03-17 20:09:42,"Sangat bagus. Boleh saya memberi saran agar yang lain lebih nyaman di aplikasi ini? Saran nya hanya beri 1 fitur, yaitu fitur tema gelap/terang ini sangat nyaman dimata mungkin ini yang membuat tertarik untuk menonton lebih lama. Terimakasih semoga membantu."
M.yasir Maliki,2,2024-03-17 19:01:35,Sangat kurang baik.. saran: Sangat boros kuota internet.. tidak ada pengatur penghematan data.. di YouTube 1 video 20Mb.. nonton beberapa video langsung berkurang 1 Gigabit. Secara otomatis menyiapkan video yang akan ditonton. Sehingga menguras kuota.. sekali buka aplikasi ada 4 hingga 5 video yang otomatis disiapkan.. sampai² tidak ingin membuka tiktok. Ini sama saja sehari $1
Sabrila Fajriani,2,2024-03-17 16:45:26,"semenjak di update malah sering ngelag, kadang videonya ngestuck tidak bisa di scroll. padahal ruang penyimpanan masih luas dan sebelumnya masih lancar, tolong ini bagaimana"
Slovakiya Nur yahya,1,2024-03-17 15:26:03,"Ketika di pencarian, selalu bikin lag, semua aspek jadi patah-patah frame-nya, aplikasi lain juga jadi kena lag, tolong diperbaiki. Sampai semua normal, baru saya rubah nilainya👍🏻"
Faqih Ghaisan,4,2024-03-17 15:02:11,"Saya sebenarnya lumayan suka sama apk ini cuman yg menguranginya adalah 1.audio nya selalu dihilangkan terkadang yg gk tau kenapa tiba2 2.cuman karna gk upload 2 minggu kena shadow ban, temen gua kena ban di tiktok padahal teman gua sengaja lama karna cara dia buat video editannya susah jadi makanya dia gk upload 2 minggu . Yah pokoknya gitulah tiktok. Tapi...... syukur aku gk kena, jadi ku kasi bintang 4."
Nangin Melnis,2,2024-03-17 11:17:02,Semenjak update ulang bukanny makin bagus ... Tpi malahan makin kesini semakin gak banget karena sya tidak bisa melihat ataupon dapat notifikasi kalo da kawan yang lagi live Trus kalo tambahkan musik ke favorite mang tersimpan tpi setelah di cek musik tidak ada dengan alasan hak cipta kenapa bisa gthu ...tdk satu sound pon GX bisa tersimpan... Pihak TikTok tolong dong kasi solusi dan sarannya gimana .. Terimakasih 🙏🙏
Jayanti Anti,1,2024-03-17 11:08:14,tolong dong tiktok pengawasan untuk video lebih di jaga lagi. aplikasi tiktok ini yang punya dan bisa bebas nonton kan bukan hanya orang dewa aja anak2 Juga bisa downloads dan nonton tiktok tolong video2 Yang mengarah ke porno graffie tuh lebih di awasin saya takut banyak anak2 kita yang nonton dan bisa jadi contoh yang tidak baik nantinya😊
Benings Arum,1,2024-03-17 06:08:59,Apk nya di update malah eror ga jelas.. Masa gua bikin vidio ngelag trs.. Tbtb keluar sendiri dri tiktok.. Tolong perbaikin bug dn lag nya lagi agar kita nyaman-!!
Restian Kartika,3,2024-03-17 05:19:30,Bagus sangat nyaman bisa scorl tiktok tapi ada bug yang bikin tidak nyaman sekali yaitu bug atau vidio nya tiba tiba menghitam dan suka berhenti sendiri kalo buka komentar langsung baru bisa kelihatan vidio nya. Tolong di perbaiki bug nya mengganggu sekali
Anjella miranda Haloho,1,2024-03-17 03:46:48,Maaf ya buat tiktok saya kurang suka liat aplikasi ini knp saya bilang gitu? Jika saya liat live layar saya gelap tidak nampak gambar live nya saya tidak tau solusi nya bagaimana tolong dong buat tiktok agar bisa di perbaiki
reval osama,1,2024-03-17 01:38:50,"Min tolong segera di perbaiki bug nya min,contoh nya seperti saat sedang asik asik scrol tiba tiba ada vt yg gelap tapi ada suara nya pas di pencet komen baru ada gambar nya tolong segera di perbaiki min, banyak pengguna yg mengalami hal yg sama seperti ini jadi tolong segera di perbaiki 🙏🙏🙏"
Satria Obama,1,2024-03-17 00:33:52,"Kualitas video saat di expor di tiktok sudah bagus, Namun saat di upload terkompres dan resolusi/kualitas video menjadi 144p & beberapa sound video tiktok selalu di bisukan padahal sudah capek capek ngedit videonya. Itu permasalahan terbesar saya. Tolong berikan tanggapan. Terimakasih,🙏"
Atiqah Khairunnisa,5,2024-03-16 23:58:57,"tampilannya menarik tpi gatau sekarang tuh tiktok suka keluar sendiri kadang juga ga bisa di like dan suka ngeleg jaringan nya padahal jaringan aku oke"" aja, tpi It's okey aku ttp kasih bintang lima."
Mahani Oma,2,2024-03-16 22:22:07,"Coba cek bug pada tik tok dan perbaiki semuanya.terutama di gambar yang ada musiknya kenapa pas gue pause tapi mau meng off pause nya tapi gak bisa tolong diperbaiki 🙏🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭😭😭 Karena tidak nyaman,dan juga kenapa foto yang ada pada tiktok gak muncul padahal ada suaranya kalau udah gitu gak bisa pause maupun like/suka.mohon diperbaiki 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭😭😭😭.dan juga tolong perbaiki semua bug agar orang yang hp ny kentang bisa main tik tok 🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭"
Risa Yulianto,2,2024-03-16 15:15:17,"Aplikasi sering hang. Keluar sendiri tidk bisa masuk lagi, pusat bantuan dari admin tidak ada solusi. Buat akun dan buang akun. Daftar g pake pasword giliran oemulihan akun butuh pasword. Garing"
Muhammad Hisyam,2,2024-03-16 14:26:25,kenapa kalau saya ekspor video di capcut pake sound di tiktok gitu keupload suka nggak bisa tolong dong diperbaiki sama saya kalo login lewat fb ya tolong loading nya dipercepat jangan lelet
Rizky Aditya,5,2024-03-16 13:19:32,"Kok tiktok saya gak bisa dibuka ya, setiap kali di pencet selalu muncul gambar tiktok terus keluar lgi, padahal saya mau nonton video tiktok biar gak bosen eh malah gini."
vicky dwi irawan,2,2024-03-16 03:58:50,"tolong itu tiktok shop yg sekarang join sama Tokopedia segera di perbaiki,,sistem pelacakan barang tidak akurat sama sekali.. barang yg seharusnya 3 hari nyampe saat di lacak malah stuck di 1 kota saja. pas enak lagi kerja tiba-tiba ada laporan barang sedang di bawa kurir ke rumah.. kan bjir itu namanya.. udah banyak yg kecewa dan tolong di perhatikan,, mending hapus aja tiktok shop nya"
Yuliana KadirHamza,3,2024-03-16 03:36:27,akhir akhir ini tiktok agak bermasalah setiap mau menyukai video slalu tertulis anda terlalu cepat mengetik beristirahatlah. jadi gak bisa nge menyukai dan minta pertemanan
Putra Tunggal,5,2024-03-16 02:44:51,"Tiktok aplikasi yg bgs untk media dan hiburan untk pengobat lelah. Saya mohon kpd Tiktok semoga vidio saya di promosikan agar menjangkau ribuan penonton.Trma ksh Tiktok Ilove you... Dan saya mohon kpd tiktok setiap aq buka tiktok baru 30 detik smpai1 menit selalu tiba2 keluar sendiri,mohon di perbaiki aplikasinya.Dulunya bagus sekarang kok jadi begini lemot keluar terus..."
Robi Bkl,2,2024-03-16 01:47:46,Kenapa tiktok sekarng sering banget ngalami bug tolog lh kembalikan tiktok yg dulu nya lancar tanpa ad nya kendala . Sekrng udh banyk perobahan gk seperti dulu lagi . Tolong di perbaiki lagi terimakasih 🙏
Dicky Alfayed,1,2024-03-15 23:31:32,"Apa sih tiktok gw mau lagi upload foto/video tapi pas mau pake lagu/sound yang gw favoritkan malah gada dan muncul kata-kata ""Belum ada favorit tambahkan suara favorit anda untuk memunculkannya disini"" Ini bug atau gimana? Padahal ada suara gw favorit kan padahal jaringan saya bagus. Cuma itu aja mohon segera diperbaiki bagi saya ini sangat menggangu"
Amanda Putri,1,2024-03-15 20:26:30,"Untuk aplikasi nya bagus, cuma sering ngebug, keluar sendiri, lemot tiktok sekarang itu semenjak di perbarui, tolong ya perbaiki bug nya wahai developer, jadi jengkel,kalo tetep sama ya pindah aplikasi sebelah 😏"
Jasmine Zelmira,1,2024-03-15 20:20:57,"Udh bbrp hari aku tu GK bisa buka tiktok shop. Nth apa, selalu muncul seperti gambar puzzele. tdk bisa memverifikasi. Sllu memuat ulang gambar terus terusan. Ini kenapa yaa.... Ini membuat aku kesalllll. Aku tdk bisa BuKa gambar, melihat ulasan org jg tdk bisa. Sudah mengirim ada masalah, di update pn sudah, tetap sja tidak bisa. Tolong di perbaiki."
Mas Kur,5,2024-03-15 16:59:23,Ini sih aplikasinya bagus banget sih tiktok cuma tadinya aku nggak bisa mencoba untuk buat video tapi nggak bisa jadi aku update dulu kayaknya sih nanti bisa deh coba dulu aja aku sih tiktok?!! Aku kasih bintang 5 nih ya kapan-kapan update lagi yahh👍👍
Rohana Sirait,5,2024-03-15 12:55:41,"Ini aplikasi yg sangat membantu kita belanja dan respon y juga cepat kalau kita buat keluhan apabila barang yg kita terima tidak sesuai, toko menolak dan ajukan banding ke pihak tiktok y dan langsung di respon donk🥰"
Istima Nazula azmi,4,2024-03-15 11:12:31,"Buat apk tiktok kurang puas, soalnya banyak music yang gak ada, dan dibisukan. Tapi untuk yang lainnya bagus bangett cuma untuk yang aku tulis diatas ajh kurang nya."
Ardy Syaputra,1,2024-03-15 08:40:01,"aplikasi apa ini, akun udah kena blokir & udah minta umpan balik gaada respon, mau buat akun baru gabisa malah keluar tulisan akun anda sedang di tangguhkan , lah posisi sudah terlogout semua akun mau daftar baru knp gabisaa? emg jdi seburuk ini?"
Walim,1,2024-03-14 23:45:24,"Woi ini makin kesini makin ancur, upload aja ngebug stuck mulu di 64% udh berhari hari trus knp device android selalu kena kompres saat upload resolusi nya langsung ancur parahhhh. Gimana nih solusi nya pihak tiktok"
Tri Oktavia,1,2024-03-14 10:05:39,"Aplikasinya makin lama makin berat dan banyak bug, kalo buka tiktokshop tiba-tiba suka kembali ke beranda tiktok, sering keluar sendiri dari aplikasinya. Setelah di update pun tetap sama Tolong diperbaiki bug nya.!!!"
Moza Azzahro,4,2024-03-14 08:15:12,"aplikasi nya bagus, tapi tolong tambahkan fitur kualitas HD, krna setiap saya mengupload video selalu pecah-pecah atau buram, jdi tolong tambahkan fitur nya"
Niva Alivaput32,4,2024-03-14 06:53:40,"Saya dari kemarin mau upload vt di tik tok tapi kena stuck sudah berkali"" Saya update tik tok nya masih gak bisa upload vt saya. Vt saya dari kemarin tetap 60% terus sampai sekarang. Mohon di tindak lanjuti"
Juli Andika,1,2024-03-14 05:42:45,"Sebentar bentar update, padahal sudah 3 hari lalu update, ni update lagi, sebulan ada 10 x update, semakin lama semakin kagak jelas ini tiktok, tiktok cari uang ngak ngotak"
